Br	Tox1
Nc1nc(=O)[nH]cc1F	Tox6257
Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1	Tox6258
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1	Tox6259
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O	Tox6260
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1	Tox6261
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1	Tox6262
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F	Tox6263
Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I	Tox6264
Nc1nc(=S)[nH][nH]1	Tox6265
Nc1nc(CC(=O)O)cs1	Tox6266
Nc1nc(Cl)cc(Cl)n1	Tox6267
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F	Tox6268
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)[C@H]1O	Tox6269
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1	Tox6270
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	Tox6271
Nc1nc(N)c(-c2ccccc2)s1	Tox6272
Nc1nc(N)c(N)c(N)n1	Tox6273
Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1	Tox6274
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1	Tox6275
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1	Tox6276
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1	Tox6277
Nc1nc(N)nc(-c2ccccc2)n1	Tox6278
Nc1nc(N)nc(Cl)n1	Tox6279
Nc1nc(N)nc(N)n1	Tox6280
Nc1nc(N)nc(NC2CC2)n1	Tox6281
Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@@H](CO)C3)c2n1	Tox6282
Nc1nc(Nc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)C(O)[C@H]1O	Tox6283
Nc1nc(SCc2ccc([N+](=O)[O-])cc2)c2ncn([C@@H]3O[C@H](CO)C(O)[C@H]3O)c2n1	Tox6284
Nc1nc2[nH]c(=O)cnc2c(=O)[nH]1	Tox6285
Nc1nc2c(Cl)cccc2s1	Tox6286
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1	Tox6287
Nc1nc2c(ncn2COCCO)c(=O)[nH]1	Tox6288
Nc1nc2cc(Cl)ccc2o1	Tox6289
Nc1nc2ccc(OC(F)(F)F)cc2s1	Tox6290
Nc1nc2ccc([N+](=O)[O-])cc2s1	Tox6291
Nc1nc2ccccc2[nH]1	Tox6292
Nc1nc2ccccc2s1	Tox6293
Nc1nc2nc[nH]c2c(=S)[nH]1	Tox6294
Nc1nc[nH]n1	Tox6295
Nc1ncc([N+](=O)[O-])s1	Tox6296
Nc1nccs1	Tox6297
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	Tox6298
Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1	Tox6299
Nc1ncnc(Nc2ccc(Cl)cc2)n1	Tox6300
Nc1ncnc(Nc2ccccc2)n1	Tox6301
Nc1ncnc2[nH]cnc12	Tox6302
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1	Tox6303
Nc1ncnc2c1ncn2C1CCCC1	Tox6304
Nc1ncnc2c1ncn2Cc1c(F)cccc1Cl	Tox6305
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O	Tox6306
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	Tox6307
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)[C@H]1O	Tox6308
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	Tox6309
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	Tox6310
Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1	Tox6311
Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1	Tox6312
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1	Tox6313
Nc1nnc(N)[nH]1	Tox6314
Nc1nnnn1-c1ccccc1	Tox6315
Nn1cnnc1	Tox6316
Nn1nnc2ccccc21	Tox6317
O	Tox6318
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1	Tox6319
O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1	Tox6320
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O	Tox6321
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O	Tox6322
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1	Tox6323
O=C(/C=C/c1cccc(F)c1)NC1CC1	Tox6324
O=C(/C=C/c1ccccc1)NCCO	Tox6325
O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1	Tox6326
O=C(C(=O)c1ccccc1)c1ccccc1	Tox6327
O=C(C(=O)c1ccco1)c1ccco1	Tox6328
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	Tox6329
O=C(C(Cl)Cl)N1CCOC12CCCCC2	Tox6330
O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1	Tox6331
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	Tox6332
O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O	Tox6333
O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O	Tox6334
O=C(C=Cc1ccccc1)OCC=Cc1ccccc1	Tox6335
O=C(C=Cc1ccccc1)OCCCc1ccccc1	Tox6336
O=C(C=Cc1ccccc1)OCCc1ccccc1	Tox6337
O=C(C=Cc1ccccc1)OCc1ccccc1	Tox6338
O=C(CBr)Nc1ccc(Cl)cc1C(=O)c1ccccc1F	Tox6339
O=C(CBr)OCc1ccccc1	Tox6340
O=C(CBr)c1ccc(O)cc1	Tox6341
O=C(CBr)c1ccccc1	Tox6342
O=C(CC(=O)C(F)(F)F)c1ccccc1	Tox6343
O=C(CC(=O)c1ccccc1)c1ccccc1	Tox6344
O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)O)OC1CCCCC1	Tox6345
O=C(CCBr)N1CCN(C(=O)CCBr)CC1	Tox6346
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2	Tox6347
O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I	Tox6348
O=C(CCCCCCC(=O)Nc1ccccc1)NO	Tox6349
O=C(CCCCCCCCC#CI)Oc1ccccc1	Tox6350
O=C(CCCCCCCCCCCCC1CCCC1)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCCCCCCCCCCCC3CCCC3)cc2)cc1	Tox6351
O=C(CCCCCCCCc1cccnc1)N1CCC(C=C(c2ccccc2)c2ccccc2)CC1	Tox6352
O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NC1CCCc2ccccc21	Tox6353
O=C(CCCCl)c1ccc(F)cc1	Tox6354
O=C(CCCN1C=CC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	Tox6355
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	Tox6356
O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1	Tox6357
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1	Tox6358
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	Tox6359
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1	Tox6360
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	Tox6361
O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1	Tox6362
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1	Tox6363
O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21	Tox6364
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1	Tox6365
O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1	Tox6366
O=C(CCCl)NCCc1ccccc1	Tox6367
O=C(CCCl)NCc1ccccc1	Tox6368
O=C(CCN1CC1)OCC(CO)(COC(=O)CCN1CC1)COC(=O)CCN1CC1	Tox6369
O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2	Tox6370
O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21	Tox6371
O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21	Tox6372
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1	Tox6373
O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I	Tox6374
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS	Tox6375
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O	Tox6376
O=C(CCl)C(Cl)Cl	Tox6377
O=C(CCl)CCl	Tox6378
O=C(CCl)NCO	Tox6379
O=C(CCl)Nc1ccccc1	Tox6380
O=C(CCl)c1ccc(Cl)cc1Cl	Tox6381
O=C(CCl)c1ccccc1	Tox6382
O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21	Tox6383
O=C(CN1CCNCC1)NC1CCCCC1	Tox6384
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O	Tox6385
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO	Tox6386
O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I	Tox6387
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1	Tox6388
O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2	Tox6389
O=C(CS)Nc1ccccc1	Tox6390
O=C(CS)OCCOC(=O)CS	Tox6391
O=C(C[C@@H]1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O	Tox6392
O=C(C[S+]([O-])C(c1ccccc1)c1ccccc1)NO	Tox6393
O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1	Tox6394
O=C(Cc1ccccc1)OCCc1ccccc1	Tox6395
O=C(Cc1ccccc1)OCc1ccccc1	Tox6396
O=C(Cc1ccccc1)c1ccccc1	Tox6397
O=C(Cl)/C=C/C(=O)Cl	Tox6398
O=C(Cl)C(Cl)(Cl)Cl	Tox6399
O=C(Cl)C(Cl)Cl	Tox6400
O=C(Cl)CCl	Tox6401
O=C(Cl)OCCOCCOC(=O)Cl	Tox6402
O=C(Cl)OCc1ccccc1	Tox6403
O=C(Cl)c1c(Cl)c(Cl)c(C(=O)Cl)c(Cl)c1Cl	Tox6404
O=C(Cl)c1c(Cl)cccc1Cl	Tox6405
O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1	Tox6406
O=C(Cl)c1cc(Cl)cc(Cl)c1	Tox6407
O=C(Cl)c1ccc(C(=O)Cl)cc1	Tox6408
O=C(Cl)c1ccc(F)c(Cl)c1	Tox6409
O=C(Cl)c1ccc([N+](=O)[O-])cc1	Tox6410
O=C(Cl)c1cccc(C(=O)Cl)c1	Tox6411
O=C(Cl)c1cccc([N+](=O)[O-])c1	Tox6412
O=C(Cl)c1ccccc1	Tox6413
O=C(Cl)c1ccccc1F	Tox6414
O=C(Cl)c1ccccc1[N+](=O)[O-]	Tox6415
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1	Tox6416
O=C(Cn1ccnc1[N+](=O)[O-])NCCO	Tox6417
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1	Tox6418
O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12	Tox6419
O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O	Tox6420
O=C(N/N=C/c1ccccc1O)c1ccncc1	Tox6421
O=C(N=NC(=O)OCc1ccccc1)OCc1ccccc1	Tox6422
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F	Tox6423
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl	Tox6424
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1	Tox6425
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1	Tox6426
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1	Tox6427
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1	Tox6428
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F	Tox6429
O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1cc(F)ccc1N1CCC(C(=O)O)CC1	Tox6430
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1	Tox6431
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1	Tox6432
O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl	Tox6433
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1	Tox6434
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I	Tox6435
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	Tox6436
O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1	Tox6437
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1	Tox6438
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	Tox6439
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1	Tox6440
O=C(NCCO[N+](=O)[O-])c1cccnc1	Tox6441
O=C(NCCc1c[nH]c2ccccc12)c1cccnc1	Tox6442
O=C(NCN1CCOCC1)c1cnccn1	Tox6443
O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO	Tox6444
O=C(NCO)NCO	Tox6445
O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1	Tox6446
O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1	Tox6447
O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1	Tox6448
O=C(NNCNNC(=O)c1ccncc1)c1ccncc1	Tox6449
O=C(NNCS(=O)(=O)O)c1ccncc1	Tox6450
O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1	Tox6451
O=C(NO)c1ccccc1	Tox6452
O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl	Tox6453
O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F	Tox6454
O=C(NS(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl	Tox6455
O=C(NS(=O)(=O)/C=C/c1cccs1)c1ccc(F)cc1Br	Tox6456
O=C(N[C@@H](Cc1ccccc1)C(=O)CCl)OCc1ccccc1	Tox6457
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@H](O)[C@H](O)C1)c1cc2cc(Cl)ccc2[nH]1	Tox6458
O=C(N[C@@H](c1ccccc1)[C@@H]1CCCCN1)c1cccc(C(F)(F)F)c1Cl	Tox6459
O=C(N[C@@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1	Tox6460
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	Tox6461
O=C(N[C@H](c1ccccc1)[C@@H]1CN2CCC1CC2)c1c(Cl)ccc(C(F)(F)F)c1Cl	Tox6462
O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1	Tox6463
O=C(N[C@H]1CN2CCC1CC2)c1ccc2c(c1)OCCO2	Tox6464
O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1	Tox6465
O=C(Nc1ccc(/C=C/c2ccc(NC(=O)c3cc(S(=O)(=O)O)c4cccnc4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1)c1cc(S(=O)(=O)O)c2cccnc2c1O	Tox6466
O=C(Nc1ccc(Br)cc1)c1cc(Br)c(Br)s1	Tox6467
O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O	Tox6468
O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1	Tox6469
O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1	Tox6470
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O	Tox6471
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1	Tox6472
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1	Tox6473
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1	Tox6474
O=C(Nc1ccc(O)cc1)c1ccccc1O	Tox6475
O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O	Tox6476
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1	Tox6477
O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1	Tox6478
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O	Tox6479
O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1	Tox6480
O=C(Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)cc3)c(S(=O)(=O)O)cc2c1)c1ccccc1	Tox6481
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F	Tox6482
O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O	Tox6483
O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1	Tox6484
O=C(Nc1cccc(Cl)c1)OCC#CCCl	Tox6485
O=C(Nc1cccc([N+](=O)[O-])c1)c1cc2ccccc2cc1O	Tox6486
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1	Tox6487
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1	Tox6488
O=C(Nc1ccccc1)Nc1ccccc1	Tox6489
O=C(Nc1ccccc1)Nc1ccnc(Cl)c1	Tox6490
O=C(Nc1ccccc1)Nc1cnns1	Tox6491
O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1	Tox6492
O=C(Nc1ccccc1)c1cc(Cl)ccc1O	Tox6493
O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl	Tox6494
O=C(Nc1ccccc1)c1ccccc1I	Tox6495
O=C(Nc1ccccc1)c1ccccc1O	Tox6496
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl	Tox6497
O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1	Tox6498
O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1	Tox6499
O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1	Tox6500
O=C(O)/C(=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)c1ccccc1	Tox6501
O=C(O)/C=C(\CC(=O)O)C(=O)O	Tox6502
O=C(O)/C=C/C(=O)O	Tox6503
O=C(O)/C=C/c1c[nH]cn1	Tox6504
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1	Tox6505
O=C(O)/C=C/c1ccccc1	Tox6506
O=C(O)/C=C\C(=O)O	Tox6507
O=C(O)C(=O)Cc1c[nH]c2ccccc12	Tox6508
O=C(O)C(=O)Cc1ccccc1	Tox6509
O=C(O)C(=O)Nc1cccc(-c2nnn[nH]2)c1	Tox6510
O=C(O)C(=O)O	Tox6511
O=C(O)C(Br)(Br)Br	Tox6512
O=C(O)C(Br)Br	Tox6513
O=C(O)C(Br)CBr	Tox6514
O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1	Tox6515
O=C(O)C(Cl)(Cl)Br	Tox6516
O=C(O)C(Cl)(Cl)Cl	Tox6517
O=C(O)C(Cl)Br	Tox6518
O=C(O)C(Cl)Cl	Tox6519
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Tox6520
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Tox6521
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Tox6522
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Tox6523
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Tox6524
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Tox6525
O=C(O)C(O)C(O)C(=O)O	Tox6526
O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1	Tox6527
O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1	Tox6528
O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1	Tox6529
O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O	Tox6530
O=C(O)C1=CCCNC1	Tox6531
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1	Tox6532
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl	Tox6533
O=C(O)C1C2CCC(O2)C1C(=O)O	Tox6534
O=C(O)C1CCC1	Tox6535
O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1	Tox6536
O=C(O)C1CCCN1	Tox6537
O=C(O)C1CCCNC1	Tox6538
O=C(O)C=CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	Tox6539
O=C(O)C=Cc1ccc(C=CC(=O)O)cc1	Tox6540
O=C(O)C=Cc1ccc(O)c(O)c1	Tox6541
O=C(O)CBr	Tox6542
O=C(O)CC(=O)C(=O)O	Tox6543
O=C(O)CC(=O)O	Tox6544
O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O	Tox6545
O=C(O)CC(C(=O)O)S(=O)(=O)O	Tox6546
O=C(O)CC(Cl)C(=O)O	Tox6547
O=C(O)CC(O)(CC(=O)O)C(=O)O	Tox6548
O=C(O)CC(O)C(=O)O	Tox6549
O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1	Tox6550
O=C(O)CC1CCCc2ccccc2C1O	Tox6551
O=C(O)CCC(=O)C(=O)O	Tox6552
O=C(O)CCC(=O)N1CCCC1C(=O)O	Tox6553
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	Tox6554
O=C(O)CCC(=O)O	Tox6555
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1	Tox6556
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1	Tox6557
O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1	Tox6558
O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1	Tox6559
O=C(O)CCCC(=O)O	Tox6560
O=C(O)CCCCC(=O)O	Tox6561
O=C(O)CCCCC1CCSS1	Tox6562
O=C(O)CCCCCC(=O)O	Tox6563
O=C(O)CCCCCCC(=O)O	Tox6564
O=C(O)CCCCCCCC(=O)O	Tox6565
O=C(O)CCCCCCCCC(=O)O	Tox6566
O=C(O)CCCCCCCCCC(=O)O	Tox6567
O=C(O)CCCCCCCCCCC(=O)O	Tox6568
O=C(O)CCCCCCCCCCCBr	Tox6569
O=C(O)CCCCCCCCCCCC(=O)O	Tox6570
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21	Tox6571
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12	Tox6572
O=C(O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1	Tox6573
O=C(O)CCCOc1ccc(Cl)cc1Cl	Tox6574
O=C(O)CCCc1c[nH]c2ccccc12	Tox6575
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1	Tox6576
O=C(O)CCCc1ccccc1	Tox6577
O=C(O)CCCl	Tox6578
O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1	Tox6579
O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1	Tox6580
O=C(O)CCNC(=O)c1ccccc1	Tox6581
O=C(O)CCS	Tox6582
O=C(O)CCSCCC(=O)O	Tox6583
O=C(O)CCSSCCC(=O)O	Tox6584
O=C(O)CC[N+](=O)[O-]	Tox6585
O=C(O)CCc1ccccc1	Tox6586
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1	Tox6587
O=C(O)CCc1nc2ccccc2[nH]1	Tox6588
O=C(O)CCl	Tox6589
O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2	Tox6590
O=C(O)CF	Tox6591
O=C(O)CN(CC(=O)O)CC(=O)O	Tox6592
